id,correct,question,a,b,c,d
E9G08,2,What is the process of normalization with regard to a Smith chart?,Reassigning resistance values with regard to the reactance axis,Reassigning reactance values with regard to the resistance axis,Reassigning impedance values with regard to the prime center,Reassigning prime center with regard to the reactance axis
E9G09,0,What third family of circles is often added to a Smith chart during the process of solving problems?,Standing wave ratio circles,Antenna-length circles,Coaxial-length circles,Radiation-pattern circles
E9G10,3,What do the arcs on a Smith chart represent?,Frequency,SWR,Points with constant resistance,Points with constant reactance
E9G11,1,How are the wavelength scales on a Smith chart calibrated?,In fractions of transmission line electrical frequency,In fractions of transmission line electrical wavelength,In fractions of antenna electrical wavelength,In fractions of antenna electrical frequency
E9H01,3,"When constructing a Beverage antenna, which of the following factors should be included in the design to achieve good performance at the desired frequency?",Its overall length must not exceed 1/4 wavelength,It must be mounted more than 1 wavelength above ground,It should be configured as a four-sided loop,It should be one or more wavelengths long
E9H02,0,Which is generally true for low band (160 meter and 80 meter) receiving antennas?,Atmospheric noise is so high that gain over a dipole is not important,They must be erected at least 1/2 wavelength above the ground to attain good directivity,Low loss coax transmission line is essential for good performance,All these choices are correct
E9H03,3,What is Receiving Directivity Factor (RDF)?,Forward gain compared to the gain in the reverse direction,Relative directivity compared to isotropic,Relative directivity compared to a dipole,Forward gain compared to average gain over the entire hemisphere
E9H04,1,What is an advantage of placing a grounded electrostatic shield around a small loop direction-finding antenna?,"It adds capacitive loading, increasing the bandwidth of the antenna","It eliminates unbalanced capacitive coupling to the surroundings, improving the nulls",It eliminates tracking errors caused by strong out-of-band signals,It increases signal strength by providing a better match to the feed line
E9H05,0,What is the main drawback of a small wire-loop antenna for direction finding?,It has a bidirectional pattern,It has no clearly defined null,It is practical for use only on VHF and higher bands,All these choices are correct
E9H06,2,What is the triangulation method of direction finding?,The geometric angles of sky waves from the source are used to determine its position,A fixed receiving station plots three headings to the signal source,Antenna headings from several different receiving locations are used to locate the signal source,A fixed receiving station uses three different antennas to plot the location of the signal source
E9H07,3,Why is RF attenuation used when direction-finding?,To narrow the receiver bandwidth,To compensate for isotropic directivity and the antenna effect of feed lines,To increase receiver sensitivity,To prevent receiver overload which reduces pattern nulls
E9H08,0,What is the function of a sense antenna?,It modifies the pattern of a DF antenna array to provide a null in one direction,It increases the sensitivity of a DF antenna array,It allows DF antennas to receive signals at different vertical angles,It provides diversity reception that cancels multipath signals
E9H09,1,What is a Pennant antenna?,"A four-element, high-gain vertical array invented by George Pennant","A small, vertically oriented receiving antenna consisting of a triangular loop terminated in approximately 900 ohms",A form of rhombic antenna terminated in a variable capacitor to provide frequency diversity,A stealth antenna built to look like a flagpole
E9H10,3,How can the output voltage of a multiple-turn receiving loop antenna be increased?,By reducing the permeability of the loop shield,By utilizing high impedance wire for the coupling loop,By winding adjacent turns in opposing directions,By increasing the number of turns and/or the area
E9H11,1,What feature of a cardioid pattern antenna makes it useful for direction finding?,A very sharp peak,A very sharp single null,Broadband response,High radiation angle
E0A01,1,What is the primary function of an external earth connection or ground rod?,Reduce received noise,Lightning protection,Reduce RF current flow between pieces of equipment,Reduce RFI to telephones and home entertainment systems
E0A02,1,"When evaluating RF exposure levels from your station at a neighbor's home, what must you do?",Ensure signals from your station are less than the controlled Maximum Permitted Exposure (MPE) limits,Ensure signals from your station are less than the uncontrolled Maximum Permitted Exposure (MPE) limits,Ensure signals from your station are less than the controlled Maximum Permitted Emission (MPE) limits,Ensure signals from your station are less than the uncontrolled Maximum Permitted Emission (MPE) limits
E0A03,2,Over what range of frequencies are the FCC human body RF exposure limits most restrictive?,300 kHz to 3 MHz,3 to 30 MHz,30 to 300 MHz,300 to 3000 MHz
E0A04,2,"When evaluating a site with multiple transmitters operating at the same time, the operators and licensees of which transmitters are responsible for mitigating over-exposure situations?",Only the most powerful transmitter,Only commercial transmitters,Each transmitter that produces 5 percent or more of its MPE limit in areas where the total MPE limit is exceeded.,Each transmitter operating with a duty cycle greater than 50 percent
E0A05,1,What is one of the potential hazards of operating in the amateur radio microwave bands?,Microwaves are ionizing radiation,The high gain antennas commonly used can result in high exposure levels,Microwaves often travel long distances by ionospheric reflection,The extremely high frequency energy can damage the joints of antenna structures
E0A06,3,Why are there separate electric (E) and magnetic (H) field MPE limits?,The body reacts to electromagnetic radiation from both the E and H fields,Ground reflections and scattering make the field strength vary with location,E field and H field radiation intensity peaks can occur at different locations,All these choices are correct
E0A07,1,How may dangerous levels of carbon monoxide from an emergency generator be detected?,By the odor,Only with a carbon monoxide detector,Any ordinary smoke detector can be used,By the yellowish appearance of the gas
E0A08,2,What does SAR measure?,Synthetic Aperture Ratio of the human body,Signal Amplification Rating,The rate at which RF energy is absorbed by the body,The rate of RF energy reflected from stationary terrain
E0A09,2,Which insulating material commonly used as a thermal conductor for some types of electronic devices is extremely toxic if broken or crushed and the particles are accidentally inhaled?,Mica,Zinc oxide,Beryllium Oxide,Uranium Hexafluoride
E0A10,0,What toxic material may be present in some electronic components such as high voltage capacitors and transformers?,Polychlorinated biphenyls,Polyethylene,Polytetrafluoroethylene,Polymorphic silicon
E0A11,2,Which of the following injuries can result from using high-power UHF or microwave transmitters?,Hearing loss caused by high voltage corona discharge,Blood clotting from the intense magnetic field,Localized heating of the body from RF exposure in excess of the MPE limits,Ingestion of ozone gas from the cooling system
